incident_id,date,date_end,date_precision,scope,region_code,asset_id,linked_asset_id,asset_name,asset_class,cause,attribution,attribution_confidence,status,confidence,capacity_affected_mw,capacity_affected_mtpa,capacity_affected_pct,voltage_kv,first_seen,last_verified,conflicting_reports,notes,source_types,source_urls
cur-2023-04-29-sevastopol-depot,2023-04-29,,day,asset,UA-CR,sevastopol-oil-depot,,Sevastopol oil depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,probable,degraded,confirmed,,,,,2026-08-27,2026-08-27,false,Crimea context unit (internationally Ukraine; excluded from the Russia+Belarus index). Two drones struck an oil depot at Sevastopol harbour on 29 April 2023; four tanks burned (Ukrainian intelligence claimed 10+ tanks of Black Sea Fleet fuel destroyed). Admin-level only; no coordinates.,news_agency|news_outlet,https://www.aljazeera.com/news/2023/4/29/russian-official-says-crimean-fuel-tank-blaze-likely-drone-attack|https://www.rferl.org/a/ukraine-crimea-sevastopol-oil-depot-fire/32385000.html
cur-2026-07-21-crimea-grid,2026-07-21,,day,region,UA-CR,crimea-coastal-substations,,"Crimea coastal substations (Zorya, Morske, Gaspra)",substation,kinetic_strike,reported_ukrainian_strike,probable,degraded,probable,,,,,2026-08-27,2026-08-27,false,"Crimea context. Reported strikes on the Zorya, Morske and Gaspra electrical substations on 19-21 July 2026 cut power to several occupied coastal towns. Admin-level region association only; no facility coordinates.",news_outlet,https://www.kyivpost.com/post/81086
cur-2026-07-28-feodosia-substation,2026-07-28,,day,asset,UA-CR,feodosia-substation,,Feodosia electrical substation,substation,kinetic_strike,reported_ukrainian_strike,probable,degraded,probable,,,,,2026-08-27,2026-08-27,false,"Crimea context. An electrical substation at occupied Feodosia was struck on ~28 July 2026, leaving much of the city without power. Admin-level only; no coordinates.",news_outlet,https://kyivindependent.com/moscow-oblast-industrial-plant-reportedly-struck-by-ukrainian-drones-blackout-in-occupied-crimea/
cur-2026-06-24-orenburg-gpp,2026-06-24,,day,asset,RU-ORE,gpp-orenburg,gpp-orenburg,Orenburg Gas Processing Plant,gas_processing,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Overnight drone strike on the Orenburg gas processing plant (and the co-located helium plant), night of 23-24 June 2026. A fire was reported on the premises; extent of damage still being assessed. Strike confirmed by the General Staff of the Armed Forces of Ukraine.",government|news_agency,https://www.ukrinform.net/rubric-ato/4137132-general-staff-confirms-strikes-on-gas-processing-plant-and-russias-only-helium-plant-in-orenburg-region.html|https://www.kyivpost.com/post/78850
cur-2025-02-03-astrakhan-gpp,2025-02-03,,day,asset,RU-AST,gpp-astrakhan,gpp-astrakhan,Astrakhan Gas Processing Plant,gas_processing,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,"Overnight drone strike caused a fire at the Gazprom Astrakhan gas processing plant, 2-3 February 2025. Regional governor Igor Babushkin confirmed a UAV crash and fire on the premises, no casualties reported.",government|news_agency,https://militarnyi.com/en/news/astrakhan-gas-processing-plant-catches-fire-after-drone-attack/
cur-novoshakhtinsk-2024-03,2024-03,,month,asset,RU-ROS,refinery-novoshakhtinsk,refinery-novoshakhtinsk,Novoshakhtinsk refinery,refinery,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,"First reported drone strike on the Novoshakhtinsk plant, March 2024; refinery partially shut down after the attack.",news_agency|news_outlet,https://kyivindependent.com/explosions-reported-at-novoshakhtinsk-oil-refinery-in-russias-rostov-oblast/
cur-novoshakhtinsk-2024-07,2024-07,,month,asset,RU-ROS,refinery-novoshakhtinsk,refinery-novoshakhtinsk,Novoshakhtinsk refinery,refinery,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,Ukrainian military claimed a July 2024 strike caused large losses of oil products at the refinery.,news_agency|news_outlet,https://kyivindependent.com/drone-strike-sparks-blaze-at-oil-refinery-in-russias-rostov-oblast/
cur-novoshakhtinsk-2024-12-19,2024-12-19,,day,asset,RU-ROS,refinery-novoshakhtinsk,refinery-novoshakhtinsk,Novoshakhtinsk refinery,refinery,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Combined drone-and-missile strike sparked a large fire at the refinery, 19 Dec 2024.",news_agency|news_outlet,https://kyivindependent.com/explosions-reported-at-novoshakhtinsk-oil-refinery-in-russias-rostov-oblast/
cur-novoshakhtinsk-2025-08-21,2025-08-21,,day,asset,RU-ROS,refinery-novoshakhtinsk,refinery-novoshakhtinsk,Novoshakhtinsk refinery,refinery,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,Overnight drone strike set the refinery ablaze; fire extinguished nearly a week later.,news_agency|news_outlet,https://www.themoscowtimes.com/2025/08/26/fire-at-rostov-oil-refinery-extinguished-nearly-a-week-after-ukrainian-drone-attack-a90349
cur-novoshakhtinsk-2026-08-25,2026-08-25,,day,asset,RU-ROS,refinery-novoshakhtinsk,refinery-novoshakhtinsk,Novoshakhtinsk refinery,refinery,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone attack damaged the refinery; operations suspended, 25 Aug 2026.",news_agency|news_outlet,https://www.eng.kavkaz-uzel.eu/articles/78027
cur-orsk-2026-08-11,2026-08-11,,day,asset,RU-ORE,refinery-orsk,refinery-orsk,Orsk refinery (Orsknefteorgsintez),refinery,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike halted processing; governor said imported equipment was hit, with repairs estimated up to six months.",government|news_agency,https://english.nv.ua/russian-war/russian-orsk-refinery-halts-operations-after-ukrainian-drone-strike-reuters-50632031.html
cur-mariysky-2025-10-29,2025-10-29,,day,asset,RU-ME,refinery-mari-el,refinery-mari-el,Mariysky refinery,refinery,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Reported struck in a coordinated multi-region overnight drone campaign, 29 Oct 2025.",news_agency|news_outlet,https://www.qcintel.com/article/ukrainian-drones-target-mari-el-ulyanovsk-refineries-in-russia-51655.html
cur-naftan-2025-11,2025-11,,month,asset,BY-VI,naftan-refinery,,Naftan refinery (Novopolotsk),refinery,technical,none,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Fire at a Naftan processing unit involving diesel fuel, Nov 2025; extinguished, no injuries reported. Not attributed to a strike.",news_agency|news_outlet,https://www.hydrocarbonprocessing.com/news/2025/11/fire-at-belarusian-oil-refinery-naftan-has-been-put-out/
cur-nikolskoye-2025-08-18,2025-08-18,,day,asset,RU-TAM,nikolskoye-druzhba-station,,Nikolskoye oil pumping station (Druzhba),pipeline_oil,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Strike caused a fire that halted pumping via the Druzhba pipeline, 18 Aug 2025.",news_agency|news_outlet,https://english.nv.ua/russian-war/ukraine-drone-strike-halts-russian-druzhba-oil-pumping-station-in-tambov-region-50538055.html
cur-stalnoy-kon-2024-12,2024-12,,month,asset,RU-ORL,stalnoy-kon-druzhba,,Stalnoy Kon LPDS (Druzhba),pipeline_oil,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,Druzhba pipeline dispatch station struck twice in about a week in late December 2024.,news_agency|news_outlet,https://www.euronews.com/2024/12/23/ukrainian-drones-hit-russias-stalnoi-kon-oil-terminal-for-second-time-in-just-over-a-week
cur-stalnoy-kon-2025-03-11,2025-03-11,,day,asset,RU-ORL,stalnoy-kon-druzhba,,Stalnoy Kon LPDS (Druzhba),pipeline_oil,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,Struck in the mass overnight strike of 11 Mar 2025; Druzhba supply to Hungary reportedly stopped for repairs.,news_agency|news_outlet,https://euromaidanpress.com/2025/03/11/moscow-oil-refinery-and-druzhba-pipeline-targeted-in-drone-attack-ukraines-military-says/
cur-stalnoy-kon-2025-09-07,2025-09-07,,day,asset,RU-ORL,stalnoy-kon-druzhba,,Stalnoy Kon LPDS (Druzhba),pipeline_oil,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Strike on Stalnoy Kon; pumping via Druzhba reported halted, 7 Sep 2025.",news_agency|news_outlet,https://newsukraine.rbc.ua/news/ukrainian-forces-struck-russia-s-stalnoy-1757233532.html
cur-liskinskaya-2025-01-16,2025-01-16,,day,asset,RU-VOR,liskinskaya-oil-depot,,Liskinskaya oil depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"At least three drones hit the Liskinskaya depot causing a large fire, 16 Jan 2025.",news_agency|news_outlet,https://kyivindependent.com/ukrainian-drones-hit-russian-oil-depot-in-voronezh-oblast-military-claims/
cur-kropotkinskaya-2025-02-17,2025-02-17,,day,asset,RU-KDA,kropotkinskaya-cpc-station,,Kropotkinskaya pumping station (CPC),pipeline_oil,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike took the Caspian Pipeline Consortium's largest Russian pumping station out of service, 17 Feb 2025.",news_agency|news_outlet,https://www.themoscowtimes.com/2025/02/17/ukrainian-drones-hit-major-pipeline-in-southern-russia-disrupting-oil-supplies-a88043
cur-adler-depot-2025-08-03,2025-08-03,,day,asset,RU-KDA,adler-sochi-oil-depot,,Adler (Sochi) fuel depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone-debris fire on a fuel tank at the Adler depot; Sochi airport halted flights, 3 Aug 2025.",news_agency|news_outlet,https://www.aljazeera.com/news/2025/8/3/ukrainian-drone-attack-sparks-fire-at-oil-depot-in-sochi-southwest-russia
cur-lyudinovo-2025-01-17,2025-01-17,,day,asset,RU-KLU,lyudinovo-oil-depot,,Lyudinovo oil depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike caused a fire at the tank farm in Lyudinovo, 17 Jan 2025.",news_agency|news_outlet,https://kyivindependent.com/fire-erupts-at-oil-depot-in-russias-kaluga-oblast-following-drone-attack/
cur-smolensk-depots-2024-04-24,2024-04-24,,day,asset,RU-SMO,yartsevo-razdorovo-depots,,Yartsevo and Razdorovo fuel depots,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drones hit two fuel-and-lubricant depots (Yartsevo, Razdorovo), 24 Apr 2024.",news_agency|news_outlet,https://www.rferl.org/a/energy-facilities-on-fire-in-russia-smolensk/32918374.html
cur-engels-kristall-2025-01-08,2025-01-08,,day,asset,RU-SAR,engels-kristall-depot,,Kristall / Engels oil depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike ignited the state-reserve fuel depot at Engels; fire burned several days, 8 Jan 2025.",news_agency|news_outlet,https://www.cnn.com/2025/01/08/europe/ukraine-russia-engels-saratov-oil-depot-drone-intl/index.html
cur-novozybkov-druzhba-2024-12-30,2024-12-30,,day,asset,RU-BRY,novozybkov-druzhba,,Druzhba pipeline site near Novozybkov,pipeline_oil,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,"Drone struck a Druzhba pipeline site near Novozybkov; a technical building was hit, 30 Dec 2024.",news_agency|news_outlet,https://uawire.org/russian-media-reports-ukrainian-drone-strike-on-druzhba-oil-pipeline-in-bryansk-region
cur-sheskharis-2025-11-14,2025-11-14,,day,asset,RU-KDA,sheskharis-oil-terminal-grushova-balka-oil-depot,,Novorossiysk / Sheskharis oil terminal,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone attack on the Sheskharis terminal briefly halted pumping; recovery work was reported largely complete within about two days, 14 Nov 2025.",news_agency|news_outlet,https://www.themoscowtimes.com/2025/11/17/novorossiysk-oil-terminal-resumes-operations-after-ukrainian-attack-a91140
cur-feodosia-2025-10-06,2025-10-06,,day,asset,UA-CR,feodosia-marine-oil-terminal,,Feodosia oil terminal,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike set Crimea's largest oil terminal ablaze, 6 Oct 2025 (first of two strikes in a week).",news_agency|news_outlet,https://kyivindependent.com/a-day-after-ukrainian-drone-strike-russias-largest-oil-terminal-in-occupied-crimea-is-still-on-fire/
cur-feodosia-2025-10-13,2025-10-13,,day,asset,UA-CR,feodosia-marine-oil-terminal,,Feodosia oil terminal,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Second strike within a week; General Staff reported multiple fuel tanks damaged, 13 Oct 2025.",government|news_agency,https://www.themoscowtimes.com/2025/10/13/ukrainian-drone-strike-sets-fire-at-crimean-oil-depot-for-second-time-in-a-week-a90791
cur-hvardiiske-2025-10-17,2025-10-17,,day,asset,UA-CR,hvardiiske-oil-depot,,Hvardiiske (ATAN) oil depot,oil_terminal,kinetic_strike,reported_ukrainian_strike,probable,unknown,probable,,,,,2026-08-29,2026-08-29,false,"Overnight drone attack set the Hvardiiske oil base on fire, 17 Oct 2025.",news_agency|news_outlet,https://newsukraine.rbc.ua/news/drone-strikes-hit-crimea-overnight-hvardiiske-1760674700.html
cur-hvardiiske-2025-10-29,2025-10-29,,day,asset,UA-CR,hvardiiske-oil-depot,,Hvardiiske / Simferopol oil depots,oil_terminal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strikes reignited the Hvardiiske depot and hit storage at Simferopol, 29 Oct 2025.",government|news_agency,https://www.ukrinform.net/rubric-ato/4052697-crimea-attacked-by-drones-oil-depots-on-fire-in-hvardiiske-and-simferopol.html
cur-orenburg-gpp-2025-10-19,2025-10-19,,day,asset,RU-ORE,gpp-orenburg,gpp-orenburg,Orenburg Gas Processing Plant,gas_processing,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone strike caused a workshop fire; plant suspended intake of Karachaganak gas, 19 Oct 2025.",government|news_agency,https://www.ukrinform.net/rubric-ato/4048945-drone-strike-hits-orenburg-gas-processing-plant-in-russia.html
cur-orenburg-gpp-2025-12-25,2025-12-25,,day,asset,RU-ORE,gpp-orenburg,gpp-orenburg,Orenburg GPP + helium plant,gas_processing,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"General Staff confirmed strikes on the Orenburg gas-processing complex and Russia's only helium plant, 25 Dec 2025.",government|news_agency,https://www.ukrinform.net/rubric-ato/4137132-general-staff-confirms-strikes-on-gas-processing-plant-and-russias-only-helium-plant-in-orenburg-region.html
cur-astrakhan-gpp-2026-05-13,2026-05-13,,day,asset,RU-AST,gpp-astrakhan,gpp-astrakhan,Astrakhan Gas Processing Plant,gas_processing,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Governor reported a drone-debris fire; the stable-condensate motor-fuel unit was halted, 13 May 2026.",government|news_agency,https://www.themoscowtimes.com/2026/05/13/ukrainian-drone-attack-sparks-fire-at-gas-plant-in-astrakhan-region-a92742
cur-ustluga-novatek-2026-03-24,2026-03-24,,day,asset,RU-LEN,ust-luga-novatek-gas,,Novatek Ust-Luga gas-condensate/LNG complex,gas_processing,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Overnight strike on the Novatek Ust-Luga terminals, 24-25 Mar 2026.",news_agency|news_outlet,https://militarnyi.com/en/news/drones-strike-gazprom-ust-luga-russia-s-largest-baltic-gas-plant/
cur-novocherkassk-gres-2025-07-23,2025-07-23,,day,asset,RU-ROS,novocherkasskaya-gres,,Novocherkassk GRES,power_plant_thermal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Drone hit the main building; brief local power problems, 23 Jul 2025.",news_agency|news_outlet,https://militarnyi.com/en/news/drones-attack-novocherkassk-power-plant-in-rostov-region/
cur-klintsy-chp-2025-10-06,2025-10-06,,day,asset,RU-BRY,klintsy-chp,,Klintsy CHP,power_plant_thermal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Strike on the switchgear/boiler unit; hundreds of thousands lost heat and hot water, 6 Oct 2025.",news_agency|news_outlet,https://newsukraine.rbc.ua/news/bryansk-region-power-plant-on-fire-following-1759704963.html
cur-oryol-chp-2025-10-31,2025-10-31,,day,asset,RU-ORL,oryol-chp,,Oryol (Orel) CHP,power_plant_thermal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Open-switchgear hit; city-wide outages and heat/water restrictions, 31 Oct 2025.",government|news_agency,https://kyivindependent.com/drone-strike-damages-thermal-power-plant-in-russias-oryol-oblast-governor-says/
cur-kostroma-gres-2025-11-06,2025-11-06,,day,asset,RU-KOS,kostroma-gres,,Kostroma GRES (Volgorechensk),power_plant_thermal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Explosions and fire at the large gas-fired thermal station, 6 Nov 2025.",news_agency|news_outlet,https://www.themoscowtimes.com/2025/11/06/1-killed-power-plant-and-refinery-hit-by-overnight-ukrainian-drone-strikes-a91056
cur-belgorod-luch-2026-02-07,2026-02-07,,day,asset,RU-BEL,belgorod-luch-chp,,Belgorod 'Luch' CHP,power_plant_thermal,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Strikes on the Luch gas-turbine CHP and a city substation; hundreds of apartment blocks lost heat, 7 Feb 2026.",news_agency|news_outlet,https://militarnyi.com/en/news/ukraine-missile-strike-belgorod-power-plant/
cur-kursk-npp-2025-08-24,2025-08-24,,day,asset,RU-KRS,kursk-npp,,Kursk NPP auxiliary transformer,power_plant_nuclear,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Downed-drone detonation damaged an on-site auxiliary transformer; a unit was reduced in capacity, IAEA reported normal radiation, 24 Aug 2025.",government|news_agency,https://www.rferl.org/a/kursk-nuclear-power-plant-fire-ukraine-drone/33511527.html
cur-balashovskaya-2025-10-16,2025-10-16,,day,asset,RU-VGG,balashovskaya-substation,,Balashovskaya substation,substation,kinetic_strike,reported_ukrainian_strike,confirmed,unknown,confirmed,,,,,2026-08-29,2026-08-29,false,"Governor reported a drone-debris fire and local outages, 16 Oct 2025.",government|news_agency,https://kyivindependent.com/russian-electrical-substation-ablaze-in-volgograd-oblast-after-drone-strike-governor-says/
